$sig_U_00_up
    Row.names         V1       V2       V3 1_hab00_mean 2_uncut_mean     theta      prob    log2FC
1431   ML12595a   ML12595a        KIF3A  1.64e-82     6.883333 4.476667e+00 0.5261344 0.9797500  0.62068248
1090  ML078810a  ML078810a        DDIAS  7.36e-07     7.126667 4.636667e+00 0.4455183 0.9766892  0.62013943
1888  ML218949a  ML218949a         ADD1  5.72e-55   201.103333 1.308633e+02 1.1490860 0.9930361  0.61987607
821   ML055113a  ML055113a        ITGA4  7.23e-34     4.183333 2.723333e+00 0.4189797 0.9735581  0.61927938
442   ML026510a  ML026510a         SMG8  3.60e-53    39.506667 2.572000e+01 0.8991099 0.9950122  0.61920548
38     ML00173a   ML00173a          CR1  1.17e-07    11.176667 7.276667e+00 0.5409909 0.9823783  0.61914035
179    ML00836a   ML00836a         CTSO  1.09e-10     4.406667 2.870000e+00 0.4377225 0.9764923  0.61863703
432    ML02521a   ML02521a        EPHB6  1.50e-07     4.010000 2.613333e+00 0.5279124 0.9802793  0.61771108
484   ML030513a  ML030513a        ERAP2 5.00e-107   132.783333 8.667667e+01 1.5751494 1.0000000  0.61535850
844   ML056963a  ML056963a       IGFBP3  1.16e-05     7.833333 5.116667e+00 0.4621151 0.9763536  0.61442210
2099   ML29626a   ML29626a        RAB1A  8.08e-53    10.233333 6.690000e+00 0.4705759 0.9767293  0.61319804
1151  ML085016a  ML085016a        GRIK2  1.62e-65     5.943333 3.886667e+00 0.4614573 0.9763626  0.61273891
456   ML028013a  ML028013a        MIPEP  7.12e-57    14.990000 9.810000e+00 0.6291779 0.9868241  0.61167534
1731   ML18351a   ML18351a     SLC25A38  9.41e-59    81.976667 5.365000e+01 1.0308376 0.9963525  0.61163516
177   ML008316a  ML008316a         MIOX  1.16e-68    49.230000 3.222333e+01 0.4729614 0.9770621  0.61143200
1426  ML124228a  ML124228a        GPR17  9.06e-08     2.250000 1.473333e+00 0.3627848 0.9633200  0.61084113
1074   ML07691a   ML07691a       ALKBH2  2.53e-06     1.130000 7.400000e-01 0.3280580 0.9571198  0.61072560
577    ML03508a   ML03508a       ADGRG4  6.96e-40   249.110000 1.632133e+02 1.6287473 1.0000000  0.61002402
2102   ML29884a   ML29884a       VPS13B  1.39e-05     5.376667 3.523333e+00 0.4397649 0.9765836  0.60977106
39     ML00191a   ML00191a      SLC22A3  3.09e-28    20.880000 1.368333e+01 0.6976392 0.9912768  0.60970199
920    ML06531a   ML06531a       SLC7A9  3.34e-60    22.250000 1.458333e+01 0.7472519 0.9909362  0.60948482
221   ML010528a  ML010528a       LIN28B  3.21e-32   104.183333 6.828667e+01 1.0194292 0.9956193  0.60944868
598    ML03783a   ML03783a        MMEL1  5.63e-21    63.923333 4.192000e+01 1.2178779 0.9990701  0.60870392
768   ML051315a  ML051315a      RAPGEF4  3.60e-27     1.433333 9.400000e-01 0.3529755 0.9621253  0.60864150
1440  ML128424a  ML128424a        RXFP1  5.69e-12     2.266667 1.486667e+00 0.3849186 0.9649849  0.60849104
465   ML029515a  ML029515a         MED1  6.01e-15    31.000000 2.033667e+01 0.7900310 0.9897641  0.60818499
2181  ML348713a  ML348713a     C16orf96  4.47e-07   136.490000 8.955333e+01 1.2180538 0.9990752  0.60797622
1004  ML071312a  ML071312a        CAMKV  5.49e-06     7.583333 4.976667e+00 0.5618746 0.9817687  0.60765238
1009  ML071322a  ML071322a        GPR50  3.58e-07     1.396667 9.166667e-01 0.3406232 0.9603317  0.60751863
1281   ML10102a   ML10102a      NDUFAF6  1.96e-61    50.446667 3.313000e+01 0.9823474 0.9925221  0.60662074
1735  ML184417a  ML184417a          AQR  2.87e-54     3.333333 2.190000e+00 0.4424141 0.9766566  0.60603472
1123   ML08235a   ML08235a        TUBD1  2.08e-18    34.673333 2.278333e+01 0.8200075 0.9925845  0.60584770
2089  ML293114a  ML293114a         HMBS  1.37e-24   126.030000 8.282667e+01 0.9504772 0.9948982  0.60559996
2151   ML32599a   ML32599a         EPC1  5.04e-34    72.683333 4.777667e+01 0.9229568 0.9981119  0.60531838
158    ML00745a   ML00745a      RNASET2  8.18e-24   128.156667 8.426333e+01 1.3041697 1.0000000  0.60493164
1524  ML142411a  ML142411a      SLC18B1  1.13e-13     6.816667 4.483333e+00 0.5411906 0.9823805  0.60449467
439    ML02603a   ML02603a     SLC25A15  6.44e-24     1.996667 1.313333e+00 0.4174937 0.9732069  0.60436037
1751  ML189322a  ML189322a       CAMKK1  2.10e-88    56.810000 3.739000e+01 1.1105324 0.9959262  0.60349243
1879  ML218818a  ML218818a        AHNAK  2.24e-78   391.623333 2.578100e+02 1.4536741 0.9864150  0.60315850
2184   ML34876a   ML34876a      SDR16C5  3.39e-21    27.676667 1.822000e+01 0.6924776 0.9916123  0.60314724
1974   ML25121a   ML25121a         PIM3  4.37e-37    97.186667 6.400333e+01 1.0497292 0.9949050  0.60261136
1901  ML221318a  ML221318a        RBM22  2.13e-69    20.650000 1.360333e+01 0.6840491 0.9915670  0.60218157
388    ML02166a   ML02166a         ASPG  4.19e-22     2.423333 1.596667e+00 0.3703463 0.9638355  0.60192971
1836  ML208311a  ML208311a       KIF13B  3.13e-59     4.076667 2.686667e+00 0.4036138 0.9700766  0.60157266
1076   ML07721a   ML07721a        TRPC7  2.94e-09    13.590000 8.956667e+00 0.4642570 0.9763512  0.60151164
1525   ML14243a   ML14243a       SLC7A6  7.67e-70     4.743333 3.126667e+00 0.3298541 0.9576394  0.60127583
2288   ML46101a   ML46101a       YME1L1  1.19e-42    12.503333 8.253333e+00 0.4645041 0.9763524  0.59926395
262    ML01439a   ML01439a         EYA1 1.01e-124    64.920000 4.286000e+01 1.1091875 0.9960137  0.59903115
2177  ML346315a  ML346315a       CHST15  1.30e-38     7.446667 4.916667e+00 0.4760744 0.9776321  0.59891423
1681   ML17213a   ML17213a         CPA2  2.96e-63   109.946667 7.262000e+01 1.0148888 0.9949268  0.59836503
123    ML00556a   ML00556a         PLD1  1.39e-09    36.250000 2.395000e+01 0.9087949 0.9966263  0.59795534
614    ML03885a   ML03885a         HTR4  2.32e-10    15.006667 9.916667e+00 0.6202810 0.9868824  0.59767639
1712   ML17568a   ML17568a        OPRK1  5.71e-08     2.290000 1.513333e+00 0.3329821 0.9585182  0.59761780
1646   ML16213a   ML16213a        SMYD2  6.38e-16     1.003333 6.633333e-01 0.3396288 0.9601281  0.59699506
985    ML07028a   ML07028a         LRP2  5.14e-04     3.483333 2.303333e+00 0.4598257 0.9763973  0.59674533
2069  ML279825a  ML279825a         GNMT  1.30e-99   458.893333 3.038633e+02 1.0203895 0.9957339  0.59473625
2263   ML43941a   ML43941a      HEATR5B  4.53e-08     5.796667 3.850000e+00 0.3889480 0.9659619  0.59036508
3      ML00013a   ML00013a         DRD1  1.20e-25    15.483333 1.029000e+01 0.6762340 0.9914209  0.58947311
2119  ML310323a  ML310323a         PMS2  4.40e-93     5.666667 3.766667e+00 0.4071037 0.9708599  0.58921197
1032  ML073254a  ML073254a      SNRNP25  1.45e-16    31.336667 2.083333e+01 0.6479424 0.9876918  0.58895804
1353   ML11121a   ML11121a       CACNB1  3.28e-13    11.853333 7.883333e+00 0.5208530 0.9781823  0.58841514
941   ML067024a  ML067024a      SLC29A3  6.16e-44     8.370000 5.566667e+00 0.5017274 0.9781906  0.58841393
42    ML002127a  ML002127a      GALNT13 2.48e-102    17.706667 1.177667e+01 0.6155150 0.9865330  0.58836140
144   ML006935a  ML006935a      GALNT13  1.28e-25     5.496667 3.656667e+00 0.4476708 0.9766868  0.58802787
451    ML02732a   ML02732a       PIK3CD 6.76e-110    14.800000 9.846667e+00 0.5346916 0.9818660  0.58788985
565   ML034612a  ML034612a         NMT1  9.92e-05     7.536667 5.016667e+00 0.4012185 0.9694974  0.58719751
1457   ML13046a   ML13046a        PDZD7  3.39e-07    74.353333 4.951667e+01 0.9593975 0.9941682  0.58648322
2161   ML33074a   ML33074a          TTN  1.77e-06    24.036667 1.602000e+01 0.6280830 0.9868610  0.58536269
583    ML03544a   ML03544a         SNW1 1.11e-159   104.790000 6.984667e+01 1.3503409 1.0000000  0.58523788
2259  ML435812a  ML435812a         INF2  5.67e-54    33.250000 2.217667e+01 0.7326611 0.9868201  0.58431181
971    ML07015a   ML07015a        KCNA1  9.25e-62    27.046667 1.804000e+01 0.7134960 0.9873476  0.58425146
2290  ML463514a  ML463514a         GNL2  0.00e+00   192.896667 1.286633e+02 1.0092366 0.9936799  0.58422724
1772   ML19595a   ML19595a         TSPO  9.67e-19    14.460000 9.646667e+00 0.5452558 0.9822414  0.58396513
1327   ML10552a   ML10552a       KCNK18  1.38e-09     4.156667 2.773333e+00 0.4335964 0.9761853  0.58380603
1813   ML20422a   ML20422a         LRP1  1.02e-26    29.586667 1.974667e+01 0.8234192 0.9929980  0.58333803
1611  ML154133a  ML154133a         RIN2  1.06e-08    22.883333 1.527667e+01 0.6451530 0.9872915  0.58296743
1874   ML21661a   ML21661a       CFAP65  5.74e-13    19.390000 1.294667e+01 0.5370358 0.9821727  0.58273210
1799   ML20062a   ML20062a       GALNT2  3.06e-37     7.466667 4.986667e+00 0.4325708 0.9760830  0.58238856
1740   ML18552a   ML18552a       TRIM71  2.38e-42    13.376667 8.943333e+00 0.4667384 0.9764192  0.58083410
1773   ML19672a   ML19672a         TSR1 3.12e-166   111.103333 7.432667e+01 1.2766611 0.9999702  0.57995029
539   ML033229a  ML033229a        SPON1  1.32e-16    22.660000 1.516333e+01 0.7840985 0.9887391  0.57956093
1478   ML13206a   ML13206a         TBX2  1.21e-59    11.080000 7.426667e+00 0.5620496 0.9817807  0.57717115
1973   ML25072a   ML25072a        ABCB7  0.00e+00    24.776667 1.661000e+01 0.6814771 0.9915250  0.57693003
486    ML03055a   ML03055a      SLC35G1  2.06e-17    27.303333 1.830667e+01 0.6783004 0.9914695  0.57670797
546   ML033410a  ML033410a      SLC6A19  1.06e-78    33.533333 2.249333e+01 0.7389330 0.9885832  0.57609843
311    ML01671a   ML01671a         SVOP  1.71e-29    19.140000 1.284333e+01 0.6752350 0.9913921  0.57557114
2007   ML26352a   ML26352a       ANKFN1  5.64e-07    11.873333 7.973333e+00 0.4644228 0.9763520  0.57447013
2253   ML42455a   ML42455a       ADGRG4  1.41e-19     2.050000 1.376667e+00 0.3939476 0.9674413  0.57444463
1809   ML20267a   ML20267a         CTSL  3.06e-36   104.450000 7.017333e+01 1.3072084 1.0000000  0.57381769
815    ML05483a   ML05483a        NPY1R  1.02e-05     3.830000 2.573333e+00 0.3532748 0.9621624  0.57370605
483    ML03045a   ML03045a        RUNX3  7.27e-67    13.156667 8.840000e+00 0.4397082 0.9765814  0.57367574
1902   ML22131a   ML22131a         NEK8  1.08e-20     4.826667 3.243333e+00 0.3569053 0.9626186  0.57354989
950    ML06737a   ML06737a      TGFB1I1  4.12e-17   117.926667 7.926667e+01 1.1172643 0.9944996  0.57310378
925   ML065722a  ML065722a       SPTLC2 6.76e-174    51.193333 3.442000e+01 0.8867262 0.9954181  0.57270885
682   ML045252a  ML045252a        OSCP1  4.62e-40     9.056667 6.090000e+00 0.4674717 0.9764616  0.57253793
1696  ML174736a  ML174736a         TBXT 1.28e-105    34.373333 2.311667e+01 0.7228615 0.9858157  0.57235638
676   ML045216a  ML045216a        MED12  8.28e-14    44.240000 2.975667e+01 0.7484893 0.9911884  0.57213846
1471   ML13145a   ML13145a      SLC22A5  1.02e-36    17.726667 1.193333e+01 0.5795482 0.9837667  0.57092419
1835  ML208310a  ML208310a     C9orf135  1.90e-20    38.740000 2.608333e+01 0.8384628 0.9951709  0.57069570
154   ML007419a  ML007419a        EIF3A  7.31e-28   572.853333 3.857033e+02 1.8022460 1.0000000  0.57067420
1323  ML105416a  ML105416a        POLE3  1.21e-48   143.220000 9.645000e+01 1.7867426 1.0000000  0.57037983
1890  ML219011a  ML219011a        RBM19  9.99e-07     4.320000 2.910000e+00 0.4409164 0.9766202  0.57001216
1806  ML202615a  ML202615a        FFAR2  7.06e-05     3.013333 2.030000e+00 0.3305517 0.9578383  0.56988054
2114   ML30699a   ML30699a       SEC23A  0.00e+00   234.130000 1.577333e+02 1.5169552 0.9999965  0.56982223
1384  ML116110a  ML116110a        LRIG3  6.85e-04     1.206667 8.133333e-01 0.3761155 0.9639960  0.56910855
310   ML016715a  ML016715a        ABCA2  5.61e-68     1.636667 1.103333e+00 0.3613244 0.9631614  0.56889181
1550   ML14593a   ML14593a         MRC1  1.50e-08    67.696667 4.564667e+01 0.9131562 0.9973918  0.56857529
1153  ML085211a  ML085211a         PIM1  7.89e-34    11.773333 7.943333e+00 0.5741740 0.9831966  0.56770639
1279  ML101012a  ML101012a        KCNA5  8.56e-17     2.346667 1.583333e+00 0.4324112 0.9760639  0.56764792
1361  ML111735a  ML111735a        TRPM2  3.01e-42    18.763333 1.266333e+01 0.5783586 0.9836559  0.56725894
1924  ML225222a  ML225222a         KIF6  9.18e-39    15.753333 1.063333e+01 0.5342870 0.9818055  0.56706321
15     ML00082a   ML00082a        FHOD3  1.49e-31     6.966667 4.703333e+00 0.4749970 0.9774213  0.56678495
1980  ML257636a  ML257636a         PPID  2.04e-99    99.430000 6.713333e+01 1.2030747 0.9947417  0.56665193
1237  ML094311a  ML094311a      SELENOP  3.69e-07    10.953333 7.396667e+00 0.4852927 0.9795367  0.56642281
805    ML05404a   ML05404a         ERN1  1.91e-12     9.353333 6.316667e+00 0.4138831 0.9723606  0.56631716
53    ML002630a  ML002630a         OPN5  1.63e-05    22.986667 1.553000e+01 0.5771490 0.9835362  0.56573944
1246   ML09515a   ML09515a        EIF3G  7.57e-08   105.593333 7.136000e+01 1.0652859 0.9938036  0.56533123
1500   ML13811a   ML13811a        ZFP62  1.47e-10    52.486667 3.548333e+01 0.9234786 0.9981053  0.56480943
869    ML06039a   ML06039a       GIGYF2  4.18e-15   130.976667 8.857000e+01 1.2742602 0.9999456  0.56441980
1025  ML073226a  ML073226a         ARF1  3.86e-64    85.826667 5.804000e+01 1.1571424 0.9927215  0.56437845
596    ML03683a   ML03683a        GRIK2  8.84e-55     9.890000 6.690000e+00 0.5004494 0.9784900  0.56396431
1373   ML11467a   ML11467a      CCDC124  7.12e-34   259.230000 1.753567e+02 1.4184646 0.9999523  0.56394041
1763   ML19101a   ML19101a        KMT5A  2.12e-26     3.093333 2.093333e+00 0.3064671 0.9512573  0.56336025
1819  ML204441a  ML204441a        KCNA4  2.39e-48     6.643333 4.496667e+00 0.5083836 0.9769516  0.56305136
1780  ML199825a  ML199825a       BAIAP3  4.43e-19     6.943333 4.700000e+00 0.4841861 0.9793483  0.56296768
1629   ML15977a   ML15977a         DDX5  0.00e+00   564.000000 3.819567e+02 1.6857023 0.9988472  0.56228619
392   ML022012a  ML022012a          VWF  8.58e-40   116.970000 7.924333e+01 0.7077626 0.9890243  0.56177709
1944  ML234529a  ML234529a         BTG1  1.21e-12   554.990000 3.759933e+02 1.6500917 1.0000000  0.56175469
475    ML03006a   ML03006a         JPH3  1.49e-51    40.823333 2.766000e+01 0.9505764 0.9948847  0.56159283
170   ML008017a  ML008017a        GPR45  1.37e-04     1.883333 1.276667e+00 0.3768958 0.9640306  0.56090648
1164   ML08592a   ML08592a        ZBED4  5.74e-18     3.706667 2.513333e+00 0.3410690 0.9604156  0.56052036
60     ML00309a   ML00309a        CNOT2  5.37e-49   112.023333 7.597000e+01 1.1775131 0.9910300  0.56029754
413    ML02317a   ML02317a       MRPL50  3.15e-05    70.670000 4.793000e+01 1.1267762 0.9916246  0.56016897
462    ML02874a   ML02874a        GLRX5  1.34e-46   135.366667 9.182000e+01 1.3509213 1.0000000  0.55999219
510   ML032315a  ML032315a        GPR19  1.65e-04     4.146667 2.813333e+00 0.4518024 0.9766276  0.55967158
517    ML03251a   ML03251a        FOXB1  4.10e-10     2.540000 1.723333e+00 0.4320644 0.9760224  0.55962672
1928   ML22527a   ML22527a        HMCN1  5.83e-13    12.153333 8.246667e+00 0.5569846 0.9815706  0.55946906
424    ML02456a   ML02456a         NOCT  4.51e-50    15.513333 1.052667e+01 0.4924879 0.9798600  0.55946004
327   ML017921a  ML017921a          LPA  3.21e-47    21.096667 1.432667e+01 0.5946469 0.9843530  0.55831208
886    ML06324a   ML06324a      SLC22A3  6.65e-30     1.330000 9.033333e-01 0.3491071 0.9616437  0.55809589
1929   ML22531a   ML22531a       KLHL36  6.33e-09     5.220000 3.546667e+00 0.4484490 0.9766795  0.55758606
2276  ML458329a  ML458329a       VPS13A  1.41e-25    29.543333 2.007333e+01 0.6537063 0.9887050  0.55755241
174   ML008113a  ML008113a       PAPSS2  0.00e+00  1010.133333 6.867967e+02 1.7379441 0.9994227  0.55659079
1020  ML073040a  ML073040a       B3GAT1  1.38e-18     4.083333 2.776667e+00 0.3344518 0.9589087  0.55639335
1028  ML073238a  ML073238a        FTSJ3  0.00e+00   151.710000 1.031667e+02 1.3732607 1.0000000  0.55633928
980   ML070250a  ML070250a          SDS  1.03e-72    55.243333 3.757000e+01 0.9063265 0.9961433  0.55621926
2160   ML33072a   ML33072a         SELE  3.83e-09    44.190000 3.006333e+01 0.6771530 0.9914455  0.55571495
1367  ML113417a  ML113417a        ATP9B  0.00e+00     1.846667 1.256667e+00 0.4114432 0.9718096  0.55532145
2153  ML327442a  ML327442a          AGL  2.00e-32     3.600000 2.450000e+00 0.3313862 0.9580763  0.55521516
692   ML046432a  ML046432a      SLC47A1  7.26e-23     3.313333 2.256667e+00 0.4139006 0.9723645  0.55409002
686   ML046323a  ML046323a         TRHR  1.08e-08     4.610000 3.140000e+00 0.4449722 0.9766862  0.55400219
189   ML009118a  ML009118a        CBLL1  6.16e-16    31.840000 2.170000e+01 0.7760778 0.9887306  0.55314529
2123  ML311622a  ML311622a        CALM2  1.13e-19    76.046667 5.192333e+01 0.8435488 0.9957465  0.55050201
1639   ML16122a   ML16122a        HACL1  1.94e-19    62.630000 4.276667e+01 0.7381206 0.9883308  0.55036711
1136   ML08385a   ML08385a       INTS10  1.87e-11    21.333333 1.457000e+01 0.5785228 0.9836718  0.55010853
429   ML025014a  ML025014a         ERI3  1.03e-29     6.026667 4.116667e+00 0.4274377 0.9753531  0.54988364
1002   ML07117a   ML07117a           TG  1.16e-05     2.356667 1.610000e+00 0.3690742 0.9637897  0.54968703
961   ML068319a  ML068319a          GSN  2.79e-52   304.726667 2.081900e+02 1.5706347 1.0000000  0.54961498
1693  ML174723a  ML174723a        AGTR1  1.67e-15     3.570000 2.440000e+00 0.4359529 0.9763826  0.54904293
105    ML00514a   ML00514a        LAMA2  1.63e-04     5.203333 3.556667e+00 0.4093921 0.9713583  0.54891036
1410  ML120727a  ML120727a         GRM7  1.63e-17     1.170000 8.000000e-01 0.3356224 0.9592083  0.54843662
1833  ML207913a  ML207913a         FMC1  1.62e-05   109.090000 7.459667e+01 1.0309428 0.9963542  0.54833579
2202  ML358833a  ML358833a       DUSP12  1.63e-15     7.476667 5.116667e+00 0.3600757 0.9630129  0.54719096
513   ML032412a  ML032412a        RXFP2  5.06e-05     5.840000 3.996667e+00 0.3911915 0.9666070  0.54717112
1988  ML258231a  ML258231a       GAS2L1  1.06e-21     5.946667 4.070000e+00 0.4680011 0.9764923  0.54705241
858    ML05851a   ML05851a        PRPS1  0.00e+00   319.610000 2.187967e+02 2.1949223 1.0000000  0.54672179
884    ML06263a   ML06263a        KCNA1  8.39e-83    22.156667 1.517000e+01 0.6244805 0.9869427  0.54651977
377   ML020715a  ML020715a       TCERG1  5.19e-04     6.090000 4.170000e+00 0.4170346 0.9730981  0.54639484
1584  ML149651a  ML149651a         AMZ2  1.35e-20     4.603333 3.153333e+00 0.3829810 0.9646309  0.54580123
1386   ML11618a   ML11618a        PTPRT  1.41e-48    21.336667 1.462000e+01 0.3935558 0.9673224  0.54539150
635   ML040715a  ML040715a     SLC22A15  1.59e-15     5.613333 3.846667e+00 0.3571391 0.9626482  0.54524891
1212  ML091213a  ML091213a       COL6A5  1.88e-09    74.960000 5.140000e+01 0.7431669 0.9898877  0.54435259
1150  ML084810a  ML084810a         PXDN  1.29e-05     8.540000 5.856667e+00 0.3487396 0.9615972  0.54415628
2039  ML273222a  ML273222a     SLC22A15  6.53e-32    14.126667 9.690000e+00 0.3872468 0.9655131  0.54385252
2261  ML435844a  ML435844a      ANKRD28 6.19e-100    18.323333 1.257667e+01 0.6326693 0.9867187  0.54293238
666   ML044615a  ML044615a     TMEM184A  3.62e-08    26.096667 1.792333e+01 0.6169872 0.9866760  0.54202657
1717  ML177215a  ML177215a          TXN  1.87e-21    19.403333 1.333000e+01 0.4928265 0.9798428  0.54162774
1917  ML223525a  ML223525a        MUC5B  1.08e-16    44.980000 3.090333e+01 0.7179386 0.9863412  0.54152120
1592  ML150418a  ML150418a        SORL1  1.48e-44    19.380000 1.331667e+01 0.6458595 0.9873872  0.54133557
1776   ML19853a   ML19853a        HMCN2  1.25e-18   424.153333 2.915767e+02 1.4047153 0.9999995  0.54071063
1140  ML084211a  ML084211a      GALNTL5  9.06e-29     3.606667 2.480000e+00 0.3206127 0.9549700  0.54032597
1218   ML09125a   ML09125a       PRDM15  1.71e-04     6.136667 4.220000e+00 0.3701957 0.9638301  0.54021222
794    ML05349a   ML05349a        APMAP  2.73e-13    19.820000 1.363000e+01 0.5654872 0.9821126  0.54017140
1839   ML20836a   ML20836a         SVOP  8.29e-07     4.593333 3.160000e+00 0.3762117 0.9639992  0.53961692
91    ML004920a  ML004920a       RIMBP2  1.00e-22    25.773333 1.774333e+01 0.7011188 0.9907289  0.53860207
95    ML004932a  ML004932a        FANCL  5.64e-59    28.133333 1.937000e+01 0.6513244 0.9882655  0.53845654
670    ML04491a   ML04491a       CHST15  7.81e-38     8.200000 5.646667e+00 0.4175171 0.9732125  0.53822444
1957   ML23712a   ML23712a        FOXJ1  5.39e-51    16.513333 1.137333e+01 0.5842026 0.9840842  0.53797622
22    ML001119a  ML001119a      GPATCH4  2.95e-21    33.010000 2.273667e+01 0.6738712 0.9913403  0.53788238
608   ML038823a  ML038823a        PEX12  6.38e-13     5.816667 4.006667e+00 0.3795827 0.9642088  0.53779014
1805   ML20254a   ML20254a        KLHL1  5.56e-50    32.003333 2.204667e+01 0.7177440 0.9863787  0.53766163
1559   ML14775a   ML14775a        CDPF1  4.17e-18    30.493333 2.101000e+01 0.7081454 0.9889096  0.53741770
764    ML05098a   ML05098a        ITGB7  1.74e-30     5.383333 3.710000e+00 0.4154962 0.9727357  0.53708057
651    ML04286a   ML04286a         GID8  7.69e-71    74.403333 5.127667e+01 0.9430504 0.9960727  0.53706478
324   ML017711a  ML017711a        NCOA5  7.39e-05   153.556667 1.058400e+02 1.3623963 1.0000000  0.53688618
216    ML01033a   ML01033a      CXorf56  5.49e-43    19.483333 1.343000e+01 0.6006978 0.9846743  0.53678122
58    ML003026a  ML003026a       ZNF112  7.98e-13     5.753333 3.966667e+00 0.4528804 0.9766020  0.53647089
2291  ML463522a  ML463522a       CALML3  2.69e-46    13.526667 9.326667e+00 0.6078107 0.9855137  0.53637290
997   ML071143a  ML071143a        CHST3  2.63e-17    16.613333 1.146000e+01 0.5419389 0.9823792  0.53573452
1477  ML132022a  ML132022a        PEX14  6.21e-06    17.890000 1.234333e+01 0.5225692 0.9786706  0.53542134
2230  ML398318a  ML398318a      SH3GLB1  4.50e-06     4.100000 2.830000e+00 0.4208595 0.9739962  0.53482186
1259  ML096815a  ML096815a         POP7  2.03e-15    32.893333 2.272667e+01 0.6201556 0.9868763  0.53340912
846    ML05712a   ML05712a         ASTL  2.48e-34    24.060000 1.662667e+01 0.5966707 0.9844225  0.53313768
1409  ML120726a  ML120726a        NAA15  0.00e+00   138.593333 9.577667e+01 1.3100770 1.0000000  0.53311173
841   ML056957a  ML056957a         KAT5 2.74e-153    73.140000 5.054667e+01 1.0972393 0.9946291  0.53304467
650   ML042728a  ML042728a       BORCS5  4.75e-14    66.026667 4.564667e+01 0.7372481 0.9880616  0.53253930
1072  ML076310a  ML076310a        RRP12 1.47e-180    91.000000 6.293667e+01 1.0808057 0.9931307  0.53196577
92    ML004924a  ML004924a        ADRB2  7.38e-12     3.096667 2.143333e+00 0.3717302 0.9638758  0.53085986
237    ML01193a   ML01193a         TSHR  1.95e-12     1.083333 7.500000e-01 0.3692857 0.9637973  0.53051472
2217  ML375914a  ML375914a        CALM2  4.17e-30     8.126667 5.626667e+00 0.5031527 0.9778663  0.53038322
1316   ML10463a   ML10463a         RALA  2.04e-53     5.333333 3.693333e+00 0.4460893 0.9766907  0.53011402
2096   ML29543a   ML29543a        LARP6  4.59e-27   312.770000 2.167600e+02 1.6177964 1.0000000  0.52900359
700    ML04658a   ML04658a        DNAH5  0.00e+00    30.830000 2.137333e+01 0.6805110 0.9915093  0.52852296
1707   ML17504a   ML17504a       COL4A6 2.93e-120   177.146667 1.229800e+02 1.1350776 0.9911456  0.52652061
1063   ML07536a   ML07536a         ANK3  1.01e-13     6.883333 4.780000e+00 0.4446894 0.9766847  0.52609676
1504   ML13834a   ML13834a         CPA2  2.41e-80     9.550000 6.633333e+00 0.4507074 0.9766485  0.52576671
713   ML047943a  ML047943a         NPR2  2.16e-55    17.293333 1.201333e+01 0.6541609 0.9887905  0.52557947
933    ML06578a   ML06578a       ASPHD2  2.37e-41    16.683333 1.159333e+01 0.5552518 0.9815904  0.52511214
146    ML00702a   ML00702a        ZNF79  3.58e-59    35.873333 2.493000e+01 0.8391113 0.9952480  0.52502892
730   ML048621a  ML048621a       MALRD1 1.74e-116    18.696667 1.299333e+01 0.4805808 0.9786196  0.52500949
1180  ML086621a  ML086621a       EIF1AD  1.04e-16    46.643333 3.242667e+01 0.7844865 0.9887896  0.52449017
868    ML06034a   ML06034a       ADRA1B  7.19e-08    24.276667 1.688333e+01 0.6390671 0.9867619  0.52397058
287   ML015630a  ML015630a       KCTD10  2.00e-46    42.283333 2.941000e+01 0.8655672 0.9974837  0.52378233
2185  ML351711a  ML351711a         RGS3  7.82e-04    16.063333 1.117333e+01 0.6036742 0.9849685  0.52371165
945   ML067111a  ML067111a         GLI4  4.55e-08    21.500000 1.495667e+01 0.5983482 0.9845046  0.52354798
316   ML017315a  ML017315a       ACTBL2  3.44e-27     9.800000 6.823333e+00 0.4683674 0.9765135  0.52230505
1623  ML156514a  ML156514a        GNAI2 2.05e-178   277.440000 1.932833e+02 1.1243821 0.9922252  0.52145856
887   ML063318a  ML063318a       NKX1-2  4.64e-05    16.020000 1.116333e+01 0.5414467 0.9823833  0.52110627
185    ML00893a   ML00893a          IDE  2.56e-28    10.106667 7.043333e+00 0.4146957 0.9725490  0.52097699
1630   ML15991a   ML15991a         HUNK  4.99e-80    16.546667 1.153333e+01 0.6219491 0.9869311  0.52073108
2163   ML33371a   ML33371a        NUP62  2.65e-04    14.833333 1.034000e+01 0.5388204 0.9823132  0.52060665
613    ML03883a   ML03883a        CNBD2  4.74e-25    21.323333 1.486667e+01 0.5682047 0.9824367  0.52035177
267   ML014814a  ML014814a         MAU2  1.31e-10    31.396667 2.189000e+01 0.5449741 0.9822573  0.52033944
2109  ML306121a  ML306121a         RAC1  5.71e-11    17.380000 1.212000e+01 0.4921995 0.9798746  0.52003838
302   ML016310a  ML016310a         CDK9 1.93e-160    53.070000 3.701333e+01 0.9139059 0.9975002  0.51985148
1820  ML205618a  ML205618a         LSM1  3.43e-28     9.080000 6.333333e+00 0.4460212 0.9766909  0.51972728
1047  ML074217a  ML074217a      ARHGAP6  5.14e-42    12.840000 8.956667e+00 0.5316811 0.9812722  0.51961138
1403   ML12043a   ML12043a       PPP1R7  3.74e-09    14.623333 1.020667e+01 0.4616373 0.9763602  0.51876042
710   ML047924a  ML047924a         WNK1  9.25e-06    62.713333 4.377333e+01 0.8561600 0.9969854  0.51871995
